#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Alcedo quadribrachys","Eukaryota;Animals;Birds","IRGN 6702028B7T","SAMN12846280","PRJNA574177","GCA_033439865.1","Scaffold",1031.14,40.2,,"JAABPQ01",226261,0,"2023-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/439/865/GCA_033439865.1_ASM3343986v1",
"Alcedo semitorquata","Eukaryota;Animals;Birds","IRGN BEWF2RYO8G","SAMN12846319","PRJNA574181","GCA_033439885.1","Scaffold",1022.72,39.9,,"JAADCN01",220970,0,"2023-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/439/885/GCA_033439885.1_ASM3343988v1",
"Tapera naevia","Eukaryota;Animals;Birds","B-15026","SAMN36465293","PRJNA995173","GCA_033556795.1","Contig",1263.64,42.2,,"JAUMJJ01",1340,0,"2023-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/556/795/GCA_033556795.1_BPBGC_Tnae_1.0",
"Neomorphus geoffroyi","Eukaryota;Animals;Birds","LSUMZ B-2286","SAMN36467272","PRJNA995236","GCA_033558235.1","Contig",1200.84,42.5,,"JAUMJM01",526,0,"2023-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/558/235/GCA_033558235.1_BPBGC_Ngeo_1.0",
"Coccyzus lansbergi","Eukaryota;Animals;Birds","B-5126","SAMN36466195","PRJNA995207","GCA_033558105.1","Contig",1256.65,42.8,,"JAUMJK01",2995,0,"2023-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/558/105/GCA_033558105.1_BPBGC_Clan_1.0",
"Dromococcyx pavoninus","Eukaryota;Animals;Birds","LSUMZ B-1144","SAMN36466270","PRJNA995211","GCA_033558185.1","Contig",1249.87,42.3,,"JAUMJL01",2932,0,"2023-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/558/185/GCA_033558185.1_BPBGC_Dpav_1.0",
"Phalaropus lobatus","Eukaryota;Animals;Birds","PH","SAMN19791470","PRJNA739535","GCA_033628505.1","Scaffold",1340.07,38.9,,"JAHREE01",157310,0,"2023-11-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/628/505/GCA_033628505.1_ASM3362850v1",
"Charadrius hiaticula","Eukaryota;Animals;Birds","RP","SAMN19791465","PRJNA739535","GCA_033628625.1","Scaffold",1346.82,40,,"JAHREF01",53007,0,"2023-11-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/628/625/GCA_033628625.1_ASM3362862v1",
"Euphonia xanthogaster","Eukaryota;Animals;Birds","IRGN AL161","SAMN37095170","PRJNA959027","GCA_034509185.1","Scaffold",1054.38,40.9,,"JAYDZK01",15517,0,"2023-12-21T00:00:00Z",,
"Crypturellus tataupa","Eukaryota;Animals;Birds","LSUMNS B46004","SAMN36995877","PRJNA921460","GCA_034781795.1","Scaffold",1010.76,41,,"JAWLRI01",36558,0,"2023-12-28T00:00:00Z",,
"Falco jugger","Eukaryota;Animals;Birds","FMNH 300987","SAMN37029158","PRJNA1006339","GCA_034782095.1","Scaffold",1225.35,30.3,,"JAVLTJ01",12989,0,"2023-12-28T00:00:00Z",,
"Falco zoniventris","Eukaryota;Animals;Birds","FMNH 185836","SAMN37032371","PRJNA959116","GCA_034782155.1","Scaffold",1309.33,27.2,,"JAVLTH01",248372,0,"2023-12-28T00:00:00Z",,
"Accipiter rhodogaster","Eukaryota;Animals;Birds","FMNH 102059","SAMN36970038","PRJNA797808","GCA_034782535.1","Scaffold",1260.06,35.8,,"JAVKKR01",42346,0,"2023-12-28T00:00:00Z",,
"Geranoaetus melanoleucus","Eukaryota;Animals;Birds","FMNH 296557","SAMN37007982","PRJNA831211","GCA_034782615.1","Scaffold",1204.68,40.1,,"JAVKKU01",8304,0,"2023-12-28T00:00:00Z",,
"Falco dickinsoni","Eukaryota;Animals;Birds","FMNH 100004","SAMN36970059","PRJNA1004993","GCA_034782235.1","Scaffold",1207.96,28.6,,"JAVLTL01",13919,0,"2023-12-28T00:00:00Z",,
"Micrastur ruficollis","Eukaryota;Animals;Birds","FMNH 456438","SAMN37055806","PRJNA963532","GCA_034782655.1","Scaffold",1211.16,40.6,,"JAVKKW01",12132,0,"2023-12-28T00:00:00Z",,
"Falco ardosiaceus","Eukaryota;Animals;Birds","FMNH 82377","SAMN35787753","PRJNA985063","GCA_034781615.1","Scaffold",1174.18,22.7,,"JAVLTF01",13463,0,"2023-12-28T00:00:00Z",,
"Aquila gurneyi","Eukaryota;Animals;Birds","FMNH 185069","SAMN36970037","PRJNA831133","GCA_034782695.1","Scaffold",1208.56,40.5,,"JAVKKY01",5303,0,"2023-12-28T00:00:00Z",,
"Agapornis fischeri","Eukaryota;Animals;Birds","QFHFIH5BJU","SAMN37054379","PRJNA667967","GCA_034782895.1","Scaffold",1110.39,38.6,,"JAVHNB01",141422,0,"2023-12-28T00:00:00Z",,
"Falco chicquera","Eukaryota;Animals;Birds","FMNH 319931","SAMN35787758","PRJNA959088","GCA_034781875.1","Scaffold",2049.98,37,,"JAVLTG01",635335,0,"2023-12-28T00:00:00Z",,
"Circaetus cinereus","Eukaryota;Animals;Birds","FMNH 285566","SAMN36970061","PRJNA831181","GCA_034783755.1","Scaffold",773.541,39.5,,"JAXCMH01",276098,0,"2023-12-28T00:00:00Z",,
"Micrastur mirandollei","Eukaryota;Animals;Birds","FMNH 250724","SAMN35787757","PRJNA963530","GCA_034780635.1","Scaffold",1138.74,11.3,,"JAUZSY01",721355,0,"2023-12-28T00:00:00Z",,
"Dendrocincla tyrannina","Eukaryota;Animals;Birds","IRGN AL879","SAMN37095168","PRJNA921632","GCA_035047865.1","Scaffold",1084.29,41,,"JAWWMP01",29791,0,"2024-01-03T00:00:00Z",,
"Chlorospingus flavigularis","Eukaryota;Animals;Birds","IRGN AL118","SAMN37095163","PRJNA920892","GCA_035047885.1","Scaffold",1091.64,40.7,,"JAWWMQ01",27147,0,"2024-01-03T00:00:00Z",,
"Chlorospingus semifuscus","Eukaryota;Animals;Birds","IRGN AL824","SAMN37095164","PRJNA920897","GCA_035048045.1","Scaffold",1063.97,41.2,,"JAWWMS01",15193,0,"2024-01-03T00:00:00Z",,
"Premnoplex brunnescens","Eukaryota;Animals;Birds","IRGN AL133","SAMN37095189","PRJNA965576","GCA_035040995.1","Scaffold",1080.66,41.2,,"JAWWLT01",24441,0,"2024-01-03T00:00:00Z",,
"Platyrinchus mystaceus","Eukaryota;Animals;Birds","IRGN AL083","SAMN37095187","PRJNA1007721","GCA_035041135.1","Scaffold",1077.15,41,,"JAWWLV01",27508,0,"2024-01-03T00:00:00Z",,
"Poliocrania exsul","Eukaryota;Animals;Birds","IRGN AL078","SAMN37095188","PRJNA965499","GCA_035041345.1","Scaffold",1106.37,40.6,,"JAWWLZ01",49241,0,"2024-01-03T00:00:00Z",,
"Mionectes olivaceus","Eukaryota;Animals;Birds","IRGN AL036","SAMN37095177","PRJNA1007714","GCA_035041425.1","Scaffold",1065.55,41.1,,"JAWWMA01",33764,0,"2024-01-03T00:00:00Z",,
"Xenops minutus","Eukaryota;Animals;Birds","IRGN AL101","SAMN37095197","PRJNA969849","GCA_035221455.1","Scaffold",1062.13,41,,"JAWWEE01",16751,0,"2024-01-08T00:00:00Z",,
"Tauraco hartlaubi","Eukaryota;Animals;Birds","IRGN DJUNFMT7CS","SAMN17615813","PRJNA695526","GCA_035221315.1","Scaffold",1255.39,40.1,,"JAXUDX01",53615,0,"2024-01-08T00:00:00Z",,
"Margarornis squamiger","Eukaryota;Animals;Birds","IRGN AL498","SAMN37095176","PRJNA960491","GCA_035222235.1","Scaffold",1078,41.4,,"JAWWTY01",21974,0,"2024-01-08T00:00:00Z",,
"Phoebastria irrorata","Eukaryota;Animals;Birds","WAAL","SAMN34497723","PRJNA965798","GCA_035582855.1","Scaffold",1210.69,41.4,,"JAYKAU01",3620,0,"2024-01-11T00:00:00Z",,
"Diomedea exulans","Eukaryota;Animals;Birds","WAL","SAMN34497724","PRJNA965798","GCA_035582875.1","Scaffold",1208.02,41,,"JAYKAW01",4786,0,"2024-01-11T00:00:00Z",,
"Lophotriccus pileatus","Eukaryota;Animals;Birds","IRGN AL172","SAMN37095175","PRJNA1007712","GCA_035583135.1","Scaffold",1054.95,41.2,,"JAWWES01",24345,0,"2024-01-11T00:00:00Z",,
"Anabacerthia variegaticeps","Eukaryota;Animals;Birds","IRGN AL189","SAMN37095157","PRJNA919702","GCA_035583185.1","Scaffold",1072.3,41.3,,"JAWWEW01",21811,0,"2024-01-11T00:00:00Z",,
"Acropternis orthonyx","Eukaryota;Animals;Birds","IRGN AL808","SAMN37095156","PRJNA769617","GCA_035583155.1","Scaffold",1087.34,41.1,,"JAWWEU01",24676,0,"2024-01-11T00:00:00Z",,
"Hafferia zeledoni","Eukaryota;Animals;Birds","IRGN AL102","SAMN37095172","PRJNA1007709","GCA_035583235.1","Scaffold",1095.24,40.9,,"JAWWEV01",37315,0,"2024-01-11T00:00:00Z",,
"Aviceda leuphotes","Eukaryota;Animals;Birds","FMNH 228511","SAMN36970203","PRJNA754284","GCA_035590175.1","Scaffold",1213.38,39.6,,"JAVJGH01",19050,0,"2024-01-11T00:00:00Z",,
"Microhierax caerulescens","Eukaryota;Animals;Birds","FMNH 210986","SAMN37016370","PRJNA1006051","GCA_035590215.1","Scaffold",1205.35,40.6,,"JAVJGJ01",26710,0,"2024-01-11T00:00:00Z",,
"Microhierax latifrons","Eukaryota;Animals;Birds","FMNH 211726","SAMN36970199","PRJNA1004995","GCA_035590455.1","Scaffold",1192.94,41.1,,"JAVJGN01",15398,0,"2024-01-11T00:00:00Z",,
"Falco concolor","Eukaryota;Animals;Birds","FMNH 100418","SAMN36970200","PRJNA1004996","GCA_035590535.1","Scaffold",1203.1,39.9,,"JAVJGM01",11297,0,"2024-01-11T00:00:00Z",,
"Pseudotriccus pelzelni","Eukaryota;Animals;Birds","IRGN AL266","SAMN37095191","PRJNA965700","GCA_035584735.1","Scaffold",1056.65,41.4,,"JAWMRA01",16470,0,"2024-01-11T00:00:00Z",,
"Xiphorhynchus erythropygius","Eukaryota;Animals;Birds","IRGN AL109","SAMN37095198","PRJNA969869","GCA_035584715.1","Scaffold",1073.3,41.1,,"JAWMRB01",33665,0,"2024-01-11T00:00:00Z",,
"Thripadectes ignobilis","Eukaryota;Animals;Birds","IRGN AL114","SAMN37095196","PRJNA969358","GCA_035584755.1","Scaffold",1065.8,41.3,,"JAWMRC01",22262,0,"2024-01-11T00:00:00Z",,
"Syndactyla subalaris","Eukaryota;Animals;Birds","IRGN AL174","SAMN37095193","PRJNA969123","GCA_035584875.1","Scaffold",1063.97,41.4,,"JAWMRD01",20502,0,"2024-01-11T00:00:00Z",,
"Phalcoboenus megalopterus","Eukaryota;Animals;Birds","FMNH 101027","SAMN36970195","PRJNA1004994","GCA_035592055.1","Scaffold",1162.64,33.2,,"JAVJHZ01",22754,0,"2024-01-11T00:00:00Z",,
"Myiotriccus ornatus","Eukaryota;Animals;Birds","IRGN AL167","SAMN37095184","PRJNA1007717","GCA_036023395.1","Scaffold",1068.02,41.4,,"JAYRBT01",24635,0,"2024-01-25T00:00:00Z",,
"Tyrannus forficatus","Eukaryota;Animals;Birds","IRGN 8TQISMF95Y","SAMN25521193","PRJNA802243","GCA_036851205.1","Scaffold",1089.05,40.4,,"JAOXXM01",39619,0,"2024-02-23T00:00:00Z",,
"Papasula abbotti","Eukaryota;Animals;Birds","ANSP 5328","SAMN38147423","PRJNA964614","GCA_036873025.1","Scaffold",1875,41.5,,"JAZDWC01",2199040,0,"2024-02-26T00:00:00Z",,
"Crypturellus boucardi","Eukaryota;Animals;Birds","ANSP 155322","SAMN37353849","PRJNA921448","GCA_036873835.1","Scaffold",1445.6,43.4,,"JAYRBR01",2160382,0,"2024-02-26T00:00:00Z",,
"Eudromia elegans","Eukaryota;Animals;Birds","44215","SAMN08476458","PRJNA433110","GCA_003342815.1","Scaffold",955.515,41.8,,"PTEX01",2364,0,"2018-07-26T00:00:00Z",,
"Tinamus major","Eukaryota;Animals;Birds","LSUMNS B1407","SAMN35540327","PRJNA969392","GCA_032466555.1","Scaffold",1005.02,41.6,,"JASSRY01",27086,0,"2023-10-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/466/555/GCA_032466555.1_ASM3246655v1",
"Apteryx haastii","Eukaryota;Animals;Birds","R29945","SAMN08476452","PRJNA433110","GCA_003342985.1","Scaffold",1221.44,40.8,,"PTFD01",4183,0,"2018-07-26T00:00:00Z",,
"Anomalopteryx didiformis","Eukaryota;Animals;Birds","TW95","SAMN08482543","PRJNA433423","GCA_006937325.1","Scaffold",1190.76,32,,"SZQC01",1909,0,"2019-07-12T00:00:00Z",,
"Apteryx owenii","Eukaryota;Animals;Birds","O20599","SAMN08476453","PRJNA433110","GCA_003342965.1","Scaffold",1231.28,40.9,,"PTFC01",5096,0,"2018-07-26T00:00:00Z",,
"Aptenodytes patagonicus","Eukaryota;Animals;Birds","KP FORT 001","SAMN12384866","PRJNA556735","GCA_010087175.1","Scaffold",1252.29,41,,"VULM01",15968,13942,"2020-01-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/087/175/GCA_010087175.1_BGI_Apat.V1",
"Alauda arvensis","Eukaryota;Animals;Birds","","SAMEA6585484","PRJEB36048","GCA_902810485.1","Scaffold",1028.66,40.9,,"CADDXX01",5714,0,"2020-03-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/810/485/GCA_902810485.1_skylark_genome",
"Grus monacha","Eukaryota;Animals;Birds","","SAMD00156792","PRJDB7809","GCA_012487855.1","Scaffold",1182.19,42,,"BJET01",45731,0,"2020-04-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/487/855/GCA_012487855.1_Gmonacha_1.0",
"Zosterops borbonicus","Eukaryota;Animals;Birds","HGM_15179","SAMN11339519","PRJNA530916","GCA_007252995.1","Scaffold",1213.66,38.2,,"SWJQ01",27683,22558,"2019-07-22T00:00:00Z",,
"Zonotrichia albicollis","Eukaryota;Animals;Birds","Tan morph","SAMN02981528","PRJNA217032","GCA_000385455.1","Scaffold",1052.6,41.8,,"ARWJ01",6018,26242,"2013-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/455/GCA_000385455.1_Zonotrichia_albicollis-1.0.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/455/GCF_000385455.1_Zonotrichia_albicollis-1.0.1"
"Spheniscus demersus","Eukaryota;Animals;Birds","AP 173","SAMN12384881","PRJNA556735","GCA_010077935.1","Scaffold",1275.04,40.3,,"VUKX01",15338,14240,"2020-01-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/077/935/GCA_010077935.1_BGI_Sdem.V1",
"Sagittarius serpentarius","Eukaryota;Animals;Birds","65UKE4LQWQ","SAMN36994418","PRJNA831263","GCA_034782735.1","Scaffold",1205.3,41.6,,"JAVKLA01",12333,0,"2023-12-28T00:00:00Z",,
"Merops nubicus","Eukaryota;Animals;Birds","BGI_N331","SAMN02338310","PRJNA253837","GCA_000691845.1","Scaffold",1062.96,41.7,,"JJRJ01",53499,15431,"2014-05-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/691/845/GCA_000691845.1_ASM69184v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/845/GCF_000691845.1_ASM69184v1"
"Mesitornis unicolor","Eukaryota;Animals;Birds","BGI_N332","SAMN02339298","PRJNA265381","GCA_000695765.1","Scaffold",1087.29,41.3,,"JJRI01",67520,16646,"2014-05-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/765/GCA_000695765.1_ASM69576v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/695/765/GCF_000695765.1_ASM69576v1"
"Aptenodytes forsteri","Eukaryota;Animals;Birds","BGI_AS27","SAMN02596600","PRJNA261081","GCA_000699145.1","Scaffold",1254.35,42,,"JMFQ01",10672,19104,"2014-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/145/GCA_000699145.1_ASM69914v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/145/GCF_000699145.1_ASM69914v1"
"Pterocles gutturalis","Eukaryota;Animals;Birds","BGI_N339","SAMN02339892","PRJNA265368","GCA_000699245.1","Scaffold",1069.32,41.4,,"JMFR01",58607,15872,"2014-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/245/GCA_000699245.1_ASM69924v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/245/GCF_000699245.1_ASM69924v1"
"Tauraco erythrolophus","Eukaryota;Animals;Birds","BGI_N340","SAMN02339893","PRJNA265115","GCA_000709365.1","Scaffold",1155.54,41.6,,"JNOY01",59587,16054,"2014-06-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/709/365/GCA_000709365.1_ASM70936v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/365/GCF_000709365.1_ASM70936v1"
"Tinamus guttatus","Eukaryota;Animals;Birds","BGI_N309","SAMN02316659","PRJNA265201","GCA_000705375.2","Scaffold",1047.06,41.5,,"JMFW02",82514,17873,"2014-05-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/705/375/GCA_000705375.2_ASM70537v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/705/375/GCF_000705375.1_ASM70537v2"
"Ceryle rudis","Eukaryota;Animals;Birds","IRGN 76FE3DOYDO","SAMN12857455","PRJNA574442","GCA_033439905.1","Scaffold",1158.26,41.6,,"JAAGNO01",187344,0,"2023-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/439/905/GCA_033439905.1_ASM3343990v1",
"Cardinalis cardinalis","Eukaryota;Animals;Birds","","SAMN15394674","PRJNA642398","GCA_014549065.1","Scaffold",1044.72,41,,"JACDOX01",4762,0,"2020-09-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/549/065/GCA_014549065.1_CCar_1.0",
"Falco columbarius","Eukaryota;Animals;Birds","FMNH birds-364097","SAMN19459807","PRJNA733804","GCA_027564205.1","Scaffold",1188.73,41,,"JAOPUE01",9423,0,"2023-01-03T00:00:00Z",,
"Ara rubrogenys","Eukaryota;Animals;Birds","","SAMEA9957015","PRJEB47551","GCA_917880015.2","Scaffold",1161.92,42.2,,"CAKMNV02",221,0,"2022-01-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/917/880/015/GCA_917880015.2_bAraRub1_ORGONE04",
"Phoebastria albatrus","Eukaryota;Animals;Birds","STAL","SAMN34497722","PRJNA965798","GCA_035582865.1","Scaffold",1206.2,41.1,,"JAYKAT01",3572,0,"2024-01-11T00:00:00Z",,
"Phoebastria immutabilis","Eukaryota;Animals;Birds","LAAL_HEW162","SAMN34497721","PRJNA965798","GCA_035582775.1","Scaffold",1210.09,41.5,,"JAYKAS01",3372,0,"2024-01-11T00:00:00Z",,
"Recurvirostra avosetta","Eukaryota;Animals;Birds","S068744-2018","SAMN10518521","PRJNA508229","GCA_004023745.1","Scaffold",1193.28,41.9,,"SAYO01",35873,0,"2019-01-15T00:00:00Z",,
"Arremon aurantiirostris","Eukaryota;Animals;Birds","IRGN AL570","SAMN37095159","PRJNA920034","GCA_035583995.1","Scaffold",1082.66,41.2,,"JAXCLO01",23327,0,"2024-01-11T00:00:00Z",,
"Upupa epops","Eukaryota;Animals;Birds","B10K-DU-012-37","SAMN12253908","PRJNA545868","GCA_013397515.1","Scaffold",972.138,43.7,,"VZRI01",28829,13744,"2020-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/397/515/GCA_013397515.1_ASM1339751v1",
"Turdus rufiventris","Eukaryota;Animals;Birds","","SAMN08668864","PRJNA437639","GCA_013186435.1","Scaffold",1046.95,39.9,,"PYHW01",11042,18334,"2020-05-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/186/435/GCA_013186435.1_ASM1318643v1",
"Notiomystis cincta","Eukaryota;Animals;Birds","B10K-DU-029-75","SAMN12253957","PRJNA545868","GCA_013398075.1","Scaffold",1025.23,41.7,,"VZRX01",38987,13651,"2020-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/398/075/GCA_013398075.1_ASM1339807v1",
"Prunella strophiata","Eukaryota;Animals;Birds","XZ15142","SAMN34340418","PRJNA960939","GCA_036583965.1","Scaffold",1055.73,42.1,,"JAZBQD01",1248,0,"2024-02-13T00:00:00Z",,
"Xenus cinereus","Eukaryota;Animals;Birds","UAM 41702","SAMN19021815","PRJNA727477","GCA_025774025.1","Scaffold",1173.67,40.4,,"JAOXJK01",17305,0,"2022-10-20T00:00:00Z",,
"Prunella fulvescens","Eukaryota;Animals;Birds","B10K-DU-012-46","SAMN12253912","PRJNA545868","GCA_013400715.1","Scaffold",1044.26,39.8,,"VZTP01",75221,13371,"2020-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/400/715/GCA_013400715.1_ASM1340071v1",
"Uria lomvia","Eukaryota;Animals;Birds","","SAMN07414775","PRJNA395774","GCA_002289315.1","Scaffold",1179.36,41.5,,"NOXD01",9327,0,"2017-09-11T00:00:00Z",,
"Buceros bicornis","Eukaryota;Animals;Birds","IRGN RNM4NPQZYH","SAMN17615666","PRJNA695513","GCA_027563805.1","Scaffold",1104.98,42.3,,"JAODLK01",20477,0,"2023-01-03T00:00:00Z",,
"Charadrius alexandrinus","Eukaryota;Animals;Birds","SYSb1531","SAMN12714389","PRJNA564483","GCA_008711295.1","Scaffold",1231.94,41.3,,"VUYV01",17135,0,"2019-09-27T00:00:00Z",,
"Otus sunia","Eukaryota;Animals;Birds","oso-nibr-517","SAMN08398467","PRJNA431699","GCA_010365825.1","Scaffold",1231.43,41.4,,"PYXB01",108826,0,"2020-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/825/GCA_010365825.1_OtuSun1.0",
"Zosterops pallidus","Eukaryota;Animals;Birds","","SAMN11339534","PRJNA530916","GCA_007556475.1","Scaffold",1149.6,39.7,,"STGZ01",63344,0,"2019-07-26T00:00:00Z",,
